,model,im,train_auc,test_auc
4,LR,CysB-1,0.9998650253752295,0.9640077821011672
0,LR,CysB-2,0.999455732946299,0.9970986460348162
1,LR,CysB-2,0.9987300435413644,0.996615087040619
2,LR,CysB-2,0.9996371552975327,0.9941972920696325
3,LR,CysB-2,0.9993045476536042,1.0
4,LR,CysB-2,0.9991537717601547,0.998062015503876
0,LR,CysB+Cbl,0.9983262861169837,0.9806201550387597
1,LR,CysB+Cbl,1.0,0.9883720930232558
2,LR,CysB+Cbl,0.9981501057082451,1.0
3,LR,CysB+Cbl,1.0,0.8914728682170543
4,LR,CysB+Cbl,0.9999192506459949,0.7354651162790697
0,LR,FadR,1.0,1.0
1,LR,FadR,1.0,0.7872340425531915
2,LR,FadR,1.0,0.9941972920696325
3,LR,FadR,1.0,0.9700193423597679
4,LR,FadR,1.0,0.9854651162790699
0,LR,FlhDC-1,0.994872446817527,0.9042801556420234
1,LR,FlhDC-1,0.9913209051056103,0.52046783625731
2,LR,FlhDC-1,0.9863171412124164,0.7498375568551008
3,LR,FlhDC-1,0.9919740512775095,0.45971410006497726
4,LR,FlhDC-1,0.9970562697219338,0.6157894736842106
0,LR,FlhDC-2,1.0,0.9417808219178083
1,LR,FlhDC-2,0.9983021292217328,0.6139921722113504
2,LR,FlhDC-2,0.9990363436123348,0.7314090019569471
3,LR,FlhDC-2,0.9985468673519334,0.7744618395303327
4,LR,FlhDC-2,0.9990368150684932,0.7134803921568628
0,LR,Fimbriae,1.0,1.0
1,LR,Fimbriae,1.0,1.0
2,LR,Fimbriae,1.0,1.0
3,LR,Fimbriae,1.0,1.0
4,LR,Fimbriae,1.0,1.0
0,SVM,AllR/AraC/FucR,0.9994404237857195,0.7848837209302326
1,SVM,AllR/AraC/FucR,0.9994404237857197,0.6757105943152455
2,SVM,AllR/AraC/FucR,0.9999067372976198,1.0
3,SVM,AllR/AraC/FucR,0.9998990143803523,0.26577669902912615
4,SVM,AllR/AraC/FucR,0.9997949215108691,0.3605177993527508
0,SVM,ArcA,0.9993711754326688,0.7871994801819363
1,SVM,ArcA,0.9993430191087586,0.46215074723846655
2,SVM,ArcA,0.999570731707317,0.646484375
3,SVM,ArcA,0.9996585365853659,0.5308314732142857
4,SVM,ArcA,0.999577861163227,0.7001953125
0,SVM,ArgR,1.0,0.8383495145631068
1,SVM,ArgR,1.0,0.9888349514563107
2,SVM,ArgR,1.0,0.7936893203883495
3,SVM,ArgR,1.0,1.0
4,SVM,ArgR,1.0,0.9688715953307394
0,SVM,ArgP,0.9992411364740165,0.845631067961165
1,SVM,ArgP,0.9992411364740166,0.5247572815533981
2,SVM,ArgP,0.9992411364740165,0.8344660194174758
3,SVM,ArgP,0.9998482272948033,1.0
4,SVM,ArgP,1.0,0.9197470817120623
0,SVM,BaeR+CpxR,0.9996976294146106,0.6769825918762089
1,SVM,BaeR+CpxR,0.9999697629414611,0.9990328820116054
2,SVM,BaeR+CpxR,0.9998185776487662,0.9980657640232109
3,SVM,BaeR+CpxR,0.9996371552975326,0.8085106382978723
4,SVM,BaeR+CpxR,0.9996977756286267,0.6472868217054264
0,SVM,CpxR,0.9998953171889176,0.7127511160714285
1,SVM,CpxR,0.9998168050806058,0.7935267857142858
2,SVM,CpxR,0.9999214878916881,0.5675223214285714
3,SVM,CpxR,0.9999912764324097,0.91796875
4,SVM,CpxR,0.9999912806919643,0.8381325132792843
0,SVM,CdaR,1.0,0.8243243243243243
1,SVM,CdaR,1.0,1.0
2,SVM,CdaR,1.0,1.0
3,SVM,CdaR,1.0,1.0
4,SVM,CdaR,1.0,1.0
0,SVM,Cra,0.9998547215496368,0.6895551257253385
1,SVM,Cra,0.9998547215496367,1.0
2,SVM,Cra,0.999946219210498,0.9993540051679587
3,SVM,Cra,0.999838657631494,0.9270025839793282
4,SVM,Cra,0.9999515972894482,0.999031007751938
0,SVM,Crp-related-2,0.9983123249299719,0.5349673202614379
1,SVM,Crp-related-2,0.9989775910364146,0.44019607843137254
2,SVM,Crp-related-2,0.9988865546218487,0.5893246187363834
3,SVM,Crp-related-2,0.9985574229691877,0.38453159041394336
4,SVM,Crp-related-2,0.9981277233115469,0.4598039215686274
0,SVM,EvgA,1.0,0.7461240310077519
1,SVM,EvgA,1.0,0.9360465116279071
2,SVM,EvgA,1.0,1.0
3,SVM,EvgA,1.0,1.0
4,SVM,EvgA,1.0,0.6288759689922481
0,SVM,CysB-1,1.0,0.9490291262135923
1,SVM,CysB-1,0.9999189758548047,0.887378640776699
2,SVM,CysB-1,0.9999142514148516,1.0
3,SVM,CysB-1,0.9999142514148517,1.0
4,SVM,CysB-1,0.9999190152251377,0.8599221789883268
0,SVM,CysB-2,0.9995162070633768,0.9970986460348162
1,SVM,CysB-2,0.9993347847121432,0.996615087040619
2,SVM,CysB-2,0.9996371552975327,0.9941972920696325
3,SVM,CysB-2,0.9993045476536042,0.9912959381044487
4,SVM,CysB-2,0.999274661508704,0.9922480620155039
0,SVM,CysB+Cbl,0.9999119097956308,1.0
1,SVM,CysB+Cbl,1.0,1.0
2,SVM,CysB+Cbl,0.9999119097956307,1.0
3,SVM,CysB+Cbl,1.0,0.7971576227390181
4,SVM,CysB+Cbl,0.9999192506459949,0.7286821705426357
0,SVM,FadR,1.0,0.9980657640232108
1,SVM,FadR,1.0,0.9245647969052224
2,SVM,FadR,1.0,0.9439071566731141
3,SVM,FadR,1.0,0.9961315280464216
4,SVM,FadR,1.0,0.998062015503876
0,SVM,FlhDC-1,0.9987287058225274,0.9249027237354085
1,SVM,FlhDC-1,0.9987822698490014,0.5649772579597141
2,SVM,FlhDC-1,0.998383739981402,0.6533463287849253
3,SVM,FlhDC-1,0.997464907231103,0.5136452241715399
4,SVM,FlhDC-1,0.9988352146381753,0.8555555555555556
0,SVM,FlhDC-2,1.0,0.9559686888454011
1,SVM,FlhDC-2,0.9999847038668624,0.5728962818003914
2,SVM,FlhDC-2,0.9999847038668626,0.7098825831702543
3,SVM,FlhDC-2,0.9999847038668626,0.7340998043052838
4,SVM,FlhDC-2,0.9999847113502935,0.4784313725490197
0,SVM,Fimbriae,1.0,1.0
1,SVM,Fimbriae,1.0,1.0
2,SVM,Fimbriae,1.0,1.0
3,SVM,Fimbriae,1.0,1.0
4,SVM,Fimbriae,1.0,1.0
0,RF,AllR/AraC/FucR,0.9992165933000074,0.30426356589147285
1,RF,AllR/AraC/FucR,0.9994031187047676,0.7587209302325582
2,RF,AllR/AraC/FucR,0.9997948220547639,0.9961240310077519
3,RF,AllR/AraC/FucR,0.999818225884634,0.5172330097087379
4,RF,AllR/AraC/FucR,0.9997203475148216,0.43980582524271844
0,RF,ArcA,0.9973439201111237,0.5570175438596492
1,RF,ArcA,0.9975034726132823,0.5984405458089669
2,RF,ArcA,0.9980682926829268,0.5945870535714286
3,RF,ArcA,0.9978829268292684,0.6489955357142857
4,RF,ArcA,0.9981894934333959,0.43701171875
0,RF,ArgR,1.0,0.883495145631068
1,RF,ArgR,1.0,0.987621359223301
2,RF,ArgR,1.0,0.882766990291262
3,RF,ArgR,1.0,1.0
4,RF,ArgR,1.0,0.9489299610894941
0,RF,ArgP,0.9971163186012627,0.8970873786407767
1,RF,ArgP,0.9971163186012627,0.7796116504854369
2,RF,ArgP,0.9970859640602234,0.8441747572815534
3,RF,ArgP,0.9996053909664886,1.0
4,RF,ArgP,1.0,0.9450389105058365
0,RF,BaeR+CpxR,0.9995766811804548,0.5270793036750483
1,RF,BaeR+CpxR,0.9998488147073052,0.9990328820116054
2,RF,BaeR+CpxR,0.9995766811804547,1.0
3,RF,BaeR+CpxR,0.9995162070633768,0.6943907156673114
4,RF,BaeR+CpxR,0.9995768858800774,0.7102713178294574
0,RF,CpxR,0.9995987158908508,0.875
1,RF,CpxR,0.9994853095121781,0.6996372767857142
2,RF,CpxR,0.9995725451880801,0.7698102678571429
3,RF,CpxR,0.9999040407565076,0.4595424107142857
4,RF,CpxR,0.9998866489955357,0.812552418227565
0,RF,CdaR,1.0,0.43532818532818535
1,RF,CdaR,1.0,1.0
2,RF,CdaR,1.0,1.0
3,RF,CdaR,1.0,1.0
4,RF,CdaR,1.0,1.0
0,RF,Cra,0.9997578692493947,0.8500967117988394
1,RF,Cra,0.9996125907990315,1.0
2,RF,Cra,0.999838657631494,0.9954780361757106
3,RF,Cra,0.9995697536839842,0.9857881136950906
4,RF,Cra,0.9997095837366893,0.999031007751938
0,RF,Crp-related-2,0.9943067226890757,0.4953159041394335
1,RF,Crp-related-2,0.9953781512605042,0.49095860566448796
2,RF,Crp-related-2,0.9962955182072828,0.5185185185185185
3,RF,Crp-related-2,0.9972549019607844,0.3262527233115468
4,RF,Crp-related-2,0.9950231481481481,0.49227941176470585
0,RF,EvgA,1.0,0.9857881136950905
1,RF,EvgA,1.0,0.9166666666666667
2,RF,EvgA,1.0,0.9922480620155039
3,RF,EvgA,1.0,1.0
4,RF,EvgA,1.0,0.7025193798449612
0,RF,CysB-1,1.0,0.9847087378640776
1,RF,CysB-1,0.9995408631772267,0.803640776699029
2,RF,CysB-1,0.9992854284570971,1.0
3,RF,CysB-1,0.9993997599039616,1.0
4,RF,CysB-1,0.9995410862757801,0.847762645914397
0,RF,CysB-2,0.9992743105950652,0.9970986460348162
1,RF,CysB-2,0.9993347847121432,0.6803675048355899
2,RF,CysB-2,0.9989114658925979,0.9980657640232107
3,RF,CysB-2,0.9990021770682148,0.9825918762088975
4,RF,CysB-2,0.9990328820116054,1.0
0,RF,CysB+Cbl,0.9997357293868921,1.0
1,RF,CysB+Cbl,1.0,1.0
2,RF,CysB+Cbl,0.9999119097956307,1.0
3,RF,CysB+Cbl,1.0,0.5584625322997416
4,RF,CysB+Cbl,0.9997577519379846,0.7180232558139535
0,RF,FadR,1.0,0.9656673114119922
1,RF,FadR,1.0,0.6760154738878144
2,RF,FadR,0.9999999999999999,0.9980657640232109
3,RF,FadR,1.0,0.696808510638298
4,RF,FadR,1.0,0.996608527131783
0,RF,FlhDC-1,0.9964615645393677,0.9001945525291829
1,RF,FlhDC-1,0.9967896205110038,0.9254385964912281
2,RF,FlhDC-1,0.9966789177700041,0.4444444444444444
3,RF,FlhDC-1,0.9961586148873046,0.8114035087719298
4,RF,FlhDC-1,0.9974162942883161,0.9231968810916179
0,RF,FlhDC-2,1.0,0.9863013698630136
1,RF,FlhDC-2,0.9999235193343122,0.4991438356164383
2,RF,FlhDC-2,0.9999541116005874,0.627568493150685
3,RF,FlhDC-2,0.9999541116005873,0.8236301369863014
4,RF,FlhDC-2,0.9999541340508806,0.9622549019607842
0,RF,Fimbriae,1.0,1.0
1,RF,Fimbriae,1.0,1.0
2,RF,Fimbriae,1.0,1.0
3,RF,Fimbriae,1.0,1.0
4,RF,Fimbriae,1.0,1.0
