,PROMOTER_ID,PROMOTER_NAME,POS_1,SIGMA_FACTOR,PROMOTER_STRAND,BOX_10_LEFT,BOX_10_RIGHT,BOX_35_LEFT,BOX_35_RIGHT
31,ECK120009868,rrsGp1,2731448.0,"Sigma32, Sigma70",reverse,2731450.0,2731455.0,2731470.0,2731475.0
32,ECK120009868,rrsGp1,2731448.0,"Sigma32, Sigma70",reverse,2731457.0,2731462.0,2731479.0,2731484.0
33,ECK120009869,rrsGp2,2731332.0,Sigma70,reverse,2731339.0,2731344.0,2731361.0,2731366.0
34,ECK120009870,rrsHp1,223485.0,"Sigma32, Sigma70",forward,,,,
35,ECK120009871,rrsHp2,223593.0,Sigma70,forward,,,,
36,ECK120009872,rrsDp1,3429047.0,"Sigma32, Sigma70",reverse,3429059.0,3429064.0,3429076.0,3429081.0
37,ECK120009872,rrsDp1,3429047.0,"Sigma32, Sigma70",reverse,3429056.0,3429061.0,3429078.0,3429083.0
38,ECK120009873,rrsDp2,3428940.0,Sigma70,reverse,3428947.0,3428952.0,3428969.0,3428974.0
39,ECK120009874,uspBp,3639848.0,Sigma38,reverse,3639853.0,3639863.0,3639878.0,3639883.0
40,ECK120009875,efpp,4375567.0,Sigma70,forward,4375553.0,4375558.0,4375531.0,4375536.0
41,ECK120009876,sugEp,4376794.0,,forward,,,,
42,ECK120009877,chpSp1,4448402.0,Sigma70,forward,4448391.0,4448396.0,4448367.0,4448372.0
43,ECK120009878,chpSp2,4448428.0,Sigma70,forward,4448418.0,4448423.0,4448397.0,4448402.0
44,ECK120009879,uofp,710829.0,,reverse,,,,
45,ECK120009880,fldAp,711521.0,,reverse,,,,
46,ECK120009881,argPp,3059730.0,,forward,,,,
47,ECK120009882,yihGp,4046652.0,Sigma38,reverse,4046660.0,4046670.0,4046685.0,4046690.0
48,ECK120009883,ydeAp,1616955.0,,forward,,,,
49,ECK120009884,ftsAp1,103561.0,Sigma70,forward,103548.0,103553.0,103525.0,103530.0
50,ECK120009885,dctAp,3683498.0,Sigma70,reverse,3683505.0,3683510.0,3683528.0,3683533.0
51,ECK120009886,flxAp,1646388.0,Sigma28,forward,1646374.0,1646381.0,1646355.0,1646359.0
52,ECK120009887,fliCp,2003676.0,Sigma28,reverse,2003683.0,2003690.0,2003705.0,2003709.0
53,ECK120009888,motAp,1977302.0,Sigma28,reverse,1977309.0,1977316.0,1977331.0,1977335.0
54,ECK120009889,tsrp,4591633.0,Sigma28,forward,4591619.0,4591626.0,4591600.0,4591604.0
55,ECK120009891,flgMp,1130165.0,Sigma28,reverse,1130172.0,1130179.0,1130194.0,1130198.0
56,ECK120009892,flgKp,1138351.0,Sigma28,forward,1138337.0,1138344.0,1138318.0,1138322.0
57,ECK120009893,aerp,3219120.0,Sigma28,reverse,3219126.0,3219133.0,3219148.0,3219152.0
58,ECK120009894,tarp,1972716.0,Sigma28,reverse,1972723.0,1972730.0,1972745.0,1972749.0
59,ECK120009895,ycgRp,1244556.0,Sigma28,reverse,1244563.0,1244570.0,1244585.0,1244589.0
60,ECK120009896,yhjHp,3679229.0,Sigma28,reverse,3679236.0,3679243.0,3679258.0,3679262.0
61,ECK120009897,nanAp,3373620.0,Sigma70,reverse,3373627.0,3373632.0,3373652.0,3373657.0
62,ECK120009898,dcuCp,656083.0,,reverse,,,,
63,ECK120009899,asrp,1671327.0,"Sigma38, Sigma70",forward,1671316.0,1671326.0,1671299.0,1671304.0
64,ECK120009899,asrp,1671327.0,"Sigma38, Sigma70",forward,1671315.0,1671320.0,1671288.0,1671293.0
65,ECK120009900,fxsAp,4368603.0,Sigma32,forward,4368587.0,4368592.0,4368569.0,4368574.0
66,ECK120009901,pthp,1258542.0,Sigma70,reverse,1258550.0,1258555.0,1258573.0,1258578.0
67,ECK120009902,ychFp,1257882.0,Sigma70,reverse,1257889.0,1257894.0,1257915.0,1257920.0
68,ECK120009903,metKp,3086577.0,Sigma70,forward,3086570.0,3086575.0,3086549.0,3086554.0
69,ECK120009904,pspAp,1368038.0,Sigma54,forward,1368024.0,1368028.0,1368012.0,1368017.0
70,ECK120009905,pspFp1,1367945.0,Sigma70,reverse,1367951.0,1367956.0,1367974.0,1367979.0
71,ECK120009906,pspFp2,1367929.0,Sigma70,reverse,1367933.0,1367938.0,1367955.0,1367960.0
72,ECK120009907,pspFp3,1368040.0,Sigma70,reverse,1368044.0,1368049.0,1368069.0,1368074.0
73,ECK120009908,cusCp,595573.0,Sigma70,forward,595561.0,595566.0,595534.0,595539.0
74,ECK120009909,cusRp,595462.0,Sigma70,reverse,595469.0,595474.0,595491.0,595496.0
75,ECK120009910,inaAp,2349499.0,Sigma70,reverse,2349507.0,2349512.0,2349532.0,2349537.0
76,ECK120009911,iscRp,2662199.0,Sigma70,reverse,2662207.0,2662212.0,2662230.0,2662235.0
77,ECK120009912,xseBp,441373.0,Sigma70,reverse,441380.0,441385.0,441402.0,441407.0
78,ECK120009913,dcuDp,3374766.0,Sigma70,forward,3374754.0,3374759.0,3374732.0,3374737.0
79,ECK120009914,gabDp1,2791172.0,"Sigma70, Sigma38",forward,2791159.0,2791164.0,2791135.0,2791140.0
80,ECK120009914,gabDp1,2791172.0,"Sigma70, Sigma38",forward,2791154.0,2791164.0,2791135.0,2791140.0
81,ECK120009915,rlmLp,1007672.0,,forward,,,,
82,ECK120009916,psiEp,4240300.0,Sigma70,forward,4240288.0,4240293.0,4240263.0,4240268.0
83,ECK120009917,hptp,141360.0,Sigma70,forward,141348.0,141353.0,141323.0,141328.0
84,ECK120009918,gcdp1,141263.0,Sigma70,reverse,141269.0,141274.0,141293.0,141298.0
85,ECK120009919,gcdp2,141279.0,,reverse,,,,
86,ECK120009920,mfdp1,1174028.0,Sigma70,reverse,1174036.0,1174041.0,1174058.0,1174063.0
87,ECK120009921,mfdp2,1173992.0,Sigma70,reverse,1173998.0,1174003.0,1174022.0,1174027.0
88,ECK120009922,ybjCp,890892.0,Sigma70,forward,890880.0,890885.0,890855.0,890860.0
89,ECK120009923,rimKp,891876.0,Sigma70,forward,891864.0,891869.0,891841.0,891846.0
90,ECK120009924,gadXp,3665839.0,Sigma38,reverse,3665849.0,3665859.0,3665871.0,3665876.0
91,ECK120009925,metNp,222714.0,Sigma70,reverse,222722.0,222727.0,222745.0,222750.0
92,ECK120009926,serAp2,3058549.0,Sigma70,reverse,3058551.0,3058556.0,3058575.0,3058580.0
93,ECK120009927,pcnBp3,159171.0,"Sigma70, Sigma38",reverse,159178.0,159183.0,159201.0,159206.0
94,ECK120009927,pcnBp3,159171.0,"Sigma70, Sigma38",reverse,159178.0,159188.0,159200.0,159205.0
95,ECK120009928,mhpAp,368519.0,Sigma70,forward,368508.0,368513.0,368482.0,368487.0
96,ECK120009929,mhpRp,368528.0,Sigma70,reverse,368530.0,368535.0,368551.0,368556.0
97,ECK120009930,mgtAp2,4467280.0,Sigma70,forward,4467272.0,4467277.0,4467251.0,4467256.0
98,ECK120009931,treRp2,4467275.0,Sigma70,reverse,4467281.0,4467286.0,4467303.0,4467308.0
99,ECK120009932,treRp3,4467279.0,Sigma70,reverse,,,,
100,ECK120009933,treRp4,4467347.0,Sigma70,reverse,4467351.0,4467356.0,4467376.0,4467381.0
101,ECK120009934,fiup,841648.0,Sigma70,reverse,841653.0,841658.0,841677.0,841682.0
102,ECK120009935,exbBp,3152014.0,Sigma70,reverse,3152024.0,3152029.0,3152045.0,3152050.0
103,ECK120009936,exbDp,3151390.0,,reverse,,,,
104,ECK120009937,fhuEp,1161647.0,,reverse,,,,
105,ECK120009938,sufAp,1764418.0,Sigma70,reverse,1764425.0,1764430.0,1764447.0,1764452.0
106,ECK120009939,narUp1,1544124.0,Sigma70,reverse,1544134.0,1544139.0,1544160.0,1544165.0
107,ECK120009940,narUp2,1544163.0,Sigma38,reverse,1544170.0,1544180.0,1544192.0,1544197.0
108,ECK120009941,flup,2071317.0,Sigma70,forward,2071306.0,2071311.0,2071283.0,2071288.0
109,ECK120009942,amiAp,2552241.0,Sigma70,forward,2552231.0,2552236.0,2552205.0,2552210.0
110,ECK120009943,hemFp,2553205.0,Sigma70,forward,2553195.0,2553200.0,2553173.0,2553178.0
111,ECK120009944,emrKp,2483448.0,,reverse,,,,
112,ECK120009945,trxCp,2718675.0,Sigma70,forward,2718664.0,2718669.0,2718642.0,2718647.0
113,ECK120009946,glsAp,511573.0,,forward,,,,
114,ECK120009947,cueOp,137045.0,,forward,,,,
115,ECK120009948,chiAp,3469896.0,Sigma70,reverse,3469903.0,3469908.0,3469926.0,3469931.0
116,ECK120009950,xdhAp,3000257.0,,forward,,,,
117,ECK120009951,cydAp3,771202.0,Sigma70,forward,771192.0,771197.0,771171.0,771176.0
118,ECK120009952,cydAp4,771213.0,Sigma70,forward,771201.0,771206.0,771177.0,771182.0
119,ECK120009953,cydAp5,771368.0,Sigma70,forward,771357.0,771362.0,771336.0,771341.0
120,ECK120009954,fldBp,3039822.0,Sigma70,forward,3039811.0,3039816.0,3039785.0,3039790.0
121,ECK120009955,infCp2,1800818.0,Sigma70,reverse,1800826.0,1800831.0,1800849.0,1800854.0
122,ECK120009956,patAp,3219458.0,"Sigma38, Sigma54",forward,3219444.0,3219448.0,3219432.0,3219437.0
123,ECK120009957,potFp1,893736.0,Sigma54,forward,893721.0,893725.0,893709.0,893714.0
124,ECK120009958,rrsBp2,4166484.0,Sigma70,forward,4166472.0,4166477.0,4166450.0,4166455.0
125,ECK120009959,gpmAp,787632.0,"Sigma70, Sigma38",reverse,787636.0,787643.0,787658.0,787666.0
126,ECK120009959,gpmAp,787632.0,"Sigma70, Sigma38",reverse,787636.0,787643.0,787658.0,787666.0
127,ECK120009960,ryhBp,3581016.0,Sigma70,reverse,3581023.0,3581028.0,3581048.0,3581053.0
128,ECK120009961,ygaCp,2800590.0,,reverse,,,,
129,ECK120009962,lpxPp,2495578.0,Sigma24,forward,2495569.0,2495573.0,2495548.0,2495553.0
130,ECK120009963,ybaBp,493709.0,Sigma24,forward,493698.0,493702.0,493676.0,493681.0
131,ECK120009964,bamEp,2753486.0,Sigma24,forward,2753477.0,2753481.0,2753455.0,2753460.0
132,ECK120009965,psdp,4390638.0,Sigma24,reverse,4390643.0,4390647.0,4390664.0,4390669.0
133,ECK120009966,bacAp,3204175.0,Sigma24,reverse,3204181.0,3204185.0,3204202.0,3204207.0
134,ECK120009967,sbmAp,396553.0,Sigma24,forward,396543.0,396547.0,396521.0,396526.0
135,ECK120009968,pphAp,1923385.0,Sigma32,reverse,1923394.0,1923399.0,1923412.0,1923417.0
136,ECK120009969,yeaYp,1890561.0,Sigma24,reverse,1890566.0,1890570.0,1890587.0,1890592.0
137,ECK120009970,yiiSp,4112869.0,Sigma24,forward,4112860.0,4112864.0,4112838.0,4112843.0
138,ECK120009971,sixAp,2456999.0,"Sigma70, Sigma24",reverse,2457002.0,2457007.0,2457029.0,2457034.0
139,ECK120009971,sixAp,2456999.0,"Sigma70, Sigma24",reverse,2457005.0,2457009.0,2457026.0,2457031.0
140,ECK120009972,yfeYp,2551243.0,Sigma24,reverse,2551248.0,2551252.0,2551269.0,2551274.0
141,ECK120009973,argTp,2427849.0,Sigma54,reverse,2427859.0,2427863.0,2427870.0,2427875.0
142,ECK120009974,prpBp,348646.0,Sigma54,forward,348632.0,348636.0,348620.0,348625.0
143,ECK120009975,yeaGp1,1866815.0,Sigma54,forward,1866801.0,1866805.0,1866789.0,1866794.0
144,ECK120009976,yhdWp,3418972.0,Sigma54,forward,,,,
145,ECK120009977,ddpXp,1563107.0,Sigma54,reverse,1563120.0,1563124.0,1563131.0,1563136.0
146,ECK120009979,rutAp,1074026.0,Sigma54,reverse,1074039.0,1074043.0,1074050.0,1074055.0
147,ECK120009980,acsp1,4287595.0,Sigma70,reverse,4287604.0,4287609.0,4287631.0,4287636.0
148,ECK120009981,acsp2,4287391.0,"Sigma70, Sigma38",reverse,4287397.0,4287404.0,4287413.0,4287421.0
149,ECK120009981,acsp2,4287391.0,"Sigma70, Sigma38",reverse,4287397.0,4287404.0,4287413.0,4287421.0
150,ECK120009982,hepAp,63358.0,Sigma70,reverse,63364.0,63369.0,63391.0,63396.0
151,ECK120009983,nhaAp2,17317.0,Sigma38,forward,17303.0,17313.0,17286.0,17291.0
152,ECK120009984,srap,1556046.0,Sigma38,reverse,1556054.0,1556064.0,1556078.0,1556083.0
153,ECK120009985,entSp1,622258.0,Sigma70,forward,622245.0,622250.0,622222.0,622227.0
154,ECK120009986,entSp2,622253.0,Sigma70,forward,622240.0,622245.0,622216.0,622221.0
155,ECK120009987,fepDp2,622192.0,Sigma70,reverse,622200.0,622205.0,622224.0,622229.0
156,ECK120009988,csiDp,2788927.0,Sigma38,forward,2788916.0,2788926.0,2788899.0,2788904.0
157,ECK120009989,pdeRp,1346843.0,Sigma38,reverse,1346850.0,1346860.0,1346873.0,1346878.0
158,ECK120009990,dsbCp,3038834.0,Sigma24,reverse,3038840.0,3038844.0,3038862.0,3038867.0
159,ECK120009991,opgGp2,1109257.0,"Sigma70, Sigma24",forward,1109248.0,1109253.0,1109221.0,1109226.0
160,ECK120009991,opgGp2,1109257.0,"Sigma70, Sigma24",forward,1109244.0,1109248.0,1109222.0,1109227.0
161,ECK120009992,hlpAp,200455.0,Sigma24,forward,200442.0,200446.0,200420.0,200425.0
162,ECK120009993,bamCp,2599014.0,Sigma24,reverse,2599023.0,2599027.0,2599045.0,2599050.0
163,ECK120009994,rfaDp1,3793939.0,Sigma70,forward,3793926.0,3793931.0,3793903.0,3793908.0
164,ECK120009995,rfaDp2,3793896.0,,forward,,,,
165,ECK120009996,rfaDp4,3793970.0,Sigma24,forward,3793958.0,3793962.0,3793936.0,3793941.0
166,ECK120009997,lpxDp,200960.0,Sigma24,forward,200949.0,200953.0,200928.0,200933.0
167,ECK120009998,moeAp,866394.0,Sigma70,reverse,866401.0,866406.0,866425.0,866430.0
168,ECK120009999,fadDp,1889807.0,Sigma70,reverse,1889811.0,1889816.0,1889836.0,1889841.0
169,ECK120010000,yggNp1,3101798.0,Sigma24,reverse,3101807.0,3101811.0,3101828.0,3101833.0
170,ECK120010001,yggNp2,3101744.0,Sigma24,reverse,3101753.0,3101757.0,3101774.0,3101779.0
171,ECK120010002,ygiMp,3201104.0,Sigma24,forward,3201096.0,3201100.0,3201072.0,3201077.0
172,ECK120010003,yraPp,3296349.0,Sigma24,forward,3296336.0,3296340.0,3296313.0,3296318.0
173,ECK120010004,yidQp,3867544.0,Sigma24,forward,3867539.0,3867543.0,3867515.0,3867520.0
174,ECK120010005,ytfJp,4439286.0,Sigma24,reverse,4439292.0,4439296.0,4439314.0,4439319.0
175,ECK120010006,bamAp,197821.0,Sigma24,forward,197813.0,197817.0,197790.0,197795.0
176,ECK120010007,yqjAp2,3247643.0,Sigma24,forward,3247637.0,3247641.0,3247615.0,3247620.0
177,ECK120010008,bamDp,2736006.0,Sigma24,forward,2735993.0,2735997.0,2735969.0,2735974.0
178,ECK120010009,rsePp,196470.0,Sigma24,forward,196462.0,196466.0,196439.0,196444.0
179,ECK120010010,yghFp,3112899.0,Sigma24,reverse,3112908.0,3112912.0,3112930.0,3112935.0
180,ECK120010011,impp1,57156.0,Sigma70,reverse,57163.0,57168.0,57187.0,57192.0
181,ECK120010012,impp2,57241.0,Sigma70,reverse,57249.0,57254.0,57276.0,57281.0
182,ECK120010013,impp3,57336.0,Sigma24,reverse,57340.0,57344.0,57362.0,57367.0
183,ECK120010014,iclRp,4223652.0,,reverse,,,,
184,ECK120010015,nagEp,703840.0,Sigma70,forward,703827.0,703832.0,703804.0,703809.0
185,ECK120010017,ybhKp,816692.0,Sigma54,reverse,816702.0,816706.0,816713.0,816718.0
186,ECK120010018,kchp,1310523.0,Sigma54,reverse,1310533.0,1310537.0,1310544.0,1310549.0
187,ECK120010019,puuPp,1359373.0,Sigma54,reverse,1359386.0,1359390.0,1359397.0,1359402.0
188,ECK120010020,glrKp,2691123.0,Sigma70,reverse,2691130.0,2691135.0,2691153.0,2691158.0
189,ECK120010021,norVp,2832439.0,Sigma54,forward,2832425.0,2832429.0,2832413.0,2832418.0
190,ECK120010022,seqAp,712942.0,,forward,,,,
191,ECK120010025,mngAp,765811.0,Sigma32,forward,765797.0,765802.0,765780.0,765785.0
192,ECK120010026,rpiBp,4313257.0,Sigma70,forward,4313245.0,4313250.0,4313222.0,4313227.0
193,ECK120010027,cdaRp,182447.0,,forward,,,,
194,ECK120010028,alsRp2,4313137.0,Sigma70,reverse,4313142.0,4313147.0,4313167.0,4313172.0
195,ECK120010029,alsRp1,4313132.0,Sigma70,reverse,4313142.0,4313147.0,4313167.0,4313172.0
196,ECK120010030,gntRp2,3578818.0,Sigma70,reverse,3578825.0,3578830.0,3578850.0,3578855.0
197,ECK120010031,gntRp3,3578862.0,,reverse,,,,
198,ECK120010032,gntRp4,3578880.0,,reverse,,,,
199,ECK120010033,galEp3,792177.0,,reverse,,,,
200,ECK120010034,dcuBp2,4349091.0,,reverse,,,,
201,ECK120010035,znuCp,1942634.0,Sigma70,forward,1942622.0,1942627.0,1942597.0,1942602.0
202,ECK120010036,zntAp,3606422.0,Sigma70,forward,3606410.0,3606415.0,3606384.0,3606389.0
203,ECK120010037,nfsBp,605453.0,Sigma70,reverse,605460.0,605465.0,605483.0,605488.0
204,ECK120010038,idnKp,4494597.0,Sigma70,forward,4494585.0,4494590.0,4494561.0,4494566.0
205,ECK120010039,idnDp,4494435.0,,reverse,,,,
206,ECK120010040,lacZp3,366358.0,,reverse,,,,
207,ECK120010041,lacZp2,366365.0,,reverse,,,,
208,ECK120010042,lacZp4,366377.0,,reverse,,,,
209,ECK120010043,csrBp,2924524.0,Sigma70,reverse,2924526.0,2924531.0,2924552.0,2924557.0
210,ECK120010044,nrdDp,4462838.0,Sigma70,reverse,4462846.0,4462851.0,4462873.0,4462878.0
211,ECK120010045,bglGp,3906697.0,,reverse,,,,
212,ECK120010046,csrCp,4051036.0,,forward,,,,
213,ECK120010047,gabDp2,2790912.0,Sigma38,forward,2790893.0,2790903.0,2790875.0,2790880.0
214,ECK120010048,gntRp1,3578749.0,Sigma70,reverse,3578760.0,3578765.0,3578784.0,3578789.0
215,ECK120010049,gadEp1,3658242.0,Sigma38,forward,3658225.0,3658235.0,3658208.0,3658213.0
216,ECK120010051,hdeDp,3656960.0,Sigma70,forward,3656948.0,3656953.0,3656927.0,3656932.0
217,ECK120010052,idnRp,4491182.0,Sigma70,reverse,4491187.0,4491192.0,4491209.0,4491214.0
218,ECK120010053,gntTp3,3546449.0,,forward,,,,
219,ECK120010054,gntTp2,3546446.0,,forward,,,,
220,ECK120010055,gntPp,4551334.0,Sigma70,reverse,4551341.0,4551346.0,4551368.0,4551373.0
221,ECK120010056,gntXp,3544667.0,Sigma70,forward,3544655.0,3544660.0,3544628.0,3544633.0
222,ECK120010057,ibpBp,3866981.0,Sigma54,reverse,3866983.0,3866987.0,3866995.0,3867000.0
223,ECK120010058,groSp,4370616.0,"Sigma32, Sigma70",forward,4370600.0,4370605.0,4370580.0,4370585.0
224,ECK120010058,groSp,4370616.0,"Sigma32, Sigma70",forward,4370603.0,4370608.0,4370580.0,4370585.0
225,ECK120010059,uxaCp,3244857.0,Sigma70,reverse,3244863.0,3244868.0,3244890.0,3244895.0
226,ECK120010060,uxaBp2,1610737.0,Sigma70,reverse,1610743.0,1610748.0,1610766.0,1610771.0
227,ECK120010061,uxuRp,4554458.0,Sigma70,forward,4554447.0,4554452.0,4554424.0,4554429.0
228,ECK120010062,metAp2,4214159.0,Sigma70,forward,4214146.0,4214151.0,4214125.0,4214130.0
229,ECK120010063,yjaBp,4214156.0,Sigma70,reverse,4214162.0,4214167.0,4214184.0,4214189.0
230,ECK120010064,uidAp,1696152.0,,reverse,,,,
231,ECK120010065,uidRp,1697075.0,Sigma70,reverse,1697081.0,1697086.0,1697108.0,1697113.0
232,ECK120010066,fusAp,3473685.0,Sigma24,reverse,3473689.0,3473693.0,3473710.0,3473715.0
233,ECK120010067,ulaAp,4419927.0,Sigma70,forward,4419915.0,4419920.0,4419892.0,4419897.0
234,ECK120010068,ulaGp,4419675.0,,reverse,,,,
235,ECK120010069,usgp,2436890.0,,reverse,,,,
236,ECK120010070,rsmAp,52588.0,,reverse,,,,
237,ECK120010072,apaGp,52034.0,,reverse,,,,
238,ECK120010075,fadIp,2460511.0,Sigma70,reverse,2460517.0,2460522.0,2460540.0,2460545.0
239,ECK120010077,osmFp,2219523.0,Sigma38,reverse,2219530.0,2219540.0,2219554.0,2219559.0
240,ECK120010078,malZp,422495.0,,forward,,,,
241,ECK120010079,aesp,500051.0,,reverse,,,,
242,ECK120010080,argGp,3318562.0,Sigma70,forward,3318549.0,3318554.0,3318528.0,3318533.0
243,ECK120010081,yicRp,3812577.0,,reverse,,,,
244,ECK120010082,mutMp,3811175.0,Sigma32,reverse,3811185.0,3811190.0,3811204.0,3811209.0
245,ECK120010083,mutYp1,3102988.0,,forward,,,,
246,ECK120010084,mutYp2,3102911.0,,forward,,,,
247,ECK120010085,yggXp,3103993.0,,forward,,,,
248,ECK120010086,ubiCp,4252443.0,Sigma70,forward,4252432.0,4252437.0,4252410.0,4252415.0
249,ECK120010087,gadEp,3658345.0,Sigma38,forward,3658334.0,3658344.0,3658318.0,3658323.0
250,ECK120010088,pspGp,4262816.0,Sigma54,forward,4262801.0,4262805.0,4262789.0,4262794.0
251,ECK120010089,gadYp,3664864.0,Sigma38,forward,3664847.0,3664857.0,3664829.0,3664834.0
252,ECK120010090,menBp,2376887.0,Sigma70,reverse,2376894.0,2376899.0,2376919.0,2376924.0
253,ECK120010091,gcvBp,2942696.0,Sigma70,forward,2942684.0,2942689.0,2942661.0,2942666.0
254,ECK120010093,dinGp,833073.0,Sigma70,forward,833059.0,833064.0,833038.0,833043.0
255,ECK120010094,kbaZp,3278866.0,Sigma70,forward,3278857.0,3278862.0,3278831.0,3278836.0
256,ECK120010095,agaRp,3278703.0,Sigma70,reverse,3278704.0,3278709.0,3278726.0,3278731.0
257,ECK120010096,agaSp,3281889.0,Sigma70,forward,3281873.0,3281878.0,3281852.0,3281857.0
258,ECK120010097,hisLp,2089965.0,,forward,,,,
259,ECK120010098,cstAp3,629873.0,Sigma70,forward,629859.0,629864.0,629832.0,629837.0
260,ECK120010099,cstAp2,629864.0,Sigma70,forward,629852.0,629857.0,629825.0,629830.0
261,ECK120010100,cstAp1,629855.0,,forward,,,,
262,ECK120010101,nanCp,4539928.0,,reverse,,,,
263,ECK120010102,talAp1,2578588.0,Sigma38,forward,2578573.0,2578583.0,2578556.0,2578561.0
264,ECK120010103,cspIp,1638812.0,,reverse,,,,
265,ECK120010104,cspBp,1641715.0,,reverse,,,,
266,ECK120010105,cspGp,1051305.0,,forward,,,,
267,ECK120010106,hcpp,913845.0,,reverse,913854.0,913859.0,913877.0,913882.0
268,ECK120010107,alkAp,2147559.0,"Sigma38, Sigma70",reverse,2147566.0,2147576.0,2147588.0,2147593.0
269,ECK120010107,alkAp,2147559.0,"Sigma38, Sigma70",reverse,2147566.0,2147571.0,2147593.0,2147598.0
270,ECK120010108,araBp,70075.0,Sigma70,reverse,70084.0,70089.0,70108.0,70113.0
271,ECK120010109,argEp1,4154897.0,Sigma70,reverse,4154903.0,4154908.0,4154925.0,4154930.0
272,ECK120010110,argRp1,3384677.0,Sigma70,forward,3384668.0,3384673.0,3384642.0,3384647.0
273,ECK120010111,carAp2,29619.0,Sigma70,forward,29609.0,29614.0,29585.0,29590.0
274,ECK120010112,cirAp2,2246942.0,Sigma70,reverse,2246950.0,2246955.0,2246973.0,2246978.0
275,ECK120010113,cirAp1,2246929.0,Sigma70,reverse,2246938.0,2246943.0,2246961.0,2246966.0
276,ECK120010114,cyaAp,3990999.0,Sigma70,forward,3990987.0,3990992.0,3990964.0,3990969.0
277,ECK120010115,deoCp1,4616679.0,Sigma70,forward,4616667.0,4616672.0,4616642.0,4616647.0
278,ECK120010116,deoCp2,4617278.0,Sigma70,forward,4617266.0,4617271.0,4617240.0,4617245.0
279,ECK120010117,dmsAp1,940823.0,Sigma70,forward,940810.0,940815.0,940788.0,940793.0
280,ECK120010118,dusBp,3410246.0,Sigma70,forward,3410235.0,3410240.0,3410212.0,3410217.0
281,ECK120010119,fnrp,1399552.0,Sigma70,reverse,1399559.0,1399564.0,1399582.0,1399587.0
282,ECK120010120,frdAp,4382412.0,"Sigma70, Sigma38",reverse,4382424.0,4382429.0,4382445.0,4382450.0
