,TRANSCRIPTION_UNIT_ID,GENE_ID
120,ECK120008953,ECK120002695
121,ECK120008953,ECK120004222
122,ECK120008953,ECK120004223
123,ECK120008953,ECK120004224
124,ECK120008953,ECK120000630
125,ECK120008954,ECK120003444
126,ECK120008955,ECK120004328
127,ECK120008956,ECK120001370
128,ECK120008956,ECK120000776
129,ECK120008957,ECK120001370
130,ECK120008958,ECK120002235
131,ECK120008958,ECK120002930
132,ECK120008958,ECK120002929
133,ECK120008958,ECK120002928
134,ECK120008959,ECK120002927
135,ECK120008959,ECK120002926
136,ECK120008960,ECK120003898
137,ECK120008960,ECK120003897
138,ECK120008960,ECK120003896
139,ECK120008960,ECK120002034
140,ECK120008961,ECK120001300
141,ECK120008961,ECK120000354
142,ECK120008961,ECK120001301
143,ECK120008962,ECK120002572
144,ECK120008962,ECK120004103
145,ECK120008962,ECK120002441
146,ECK120008962,ECK120004102
147,ECK120008962,ECK120004105
148,ECK120008962,ECK120004104
149,ECK120008963,ECK120004106
150,ECK120008964,ECK120001358
151,ECK120008965,ECK120003089
152,ECK120008965,ECK120003088
153,ECK120008966,ECK120000362
154,ECK120008967,ECK120000843
155,ECK120008967,ECK120003047
156,ECK120008967,ECK120001236
157,ECK120008967,ECK120002395
158,ECK120008968,ECK120003047
159,ECK120008968,ECK120000843
160,ECK120008969,ECK120002126
161,ECK120008970,ECK120001569
162,ECK120008970,ECK120001676
163,ECK120008970,ECK120001460
164,ECK120008971,ECK120000933
165,ECK120008972,ECK120004470
166,ECK120008972,ECK120004469
167,ECK120008972,ECK120004471
168,ECK120008972,ECK120004472
169,ECK120008972,ECK120002819
170,ECK120008972,ECK120004473
171,ECK120008973,ECK120002090
172,ECK120008974,ECK120002090
173,ECK120008975,ECK120002090
174,ECK120008976,ECK120003589
175,ECK120008977,ECK120000266
176,ECK120008978,ECK120000300
177,ECK120008979,ECK120000417
178,ECK120008980,ECK120001346
179,ECK120008980,ECK120003498
180,ECK120008980,ECK120003497
181,ECK120008980,ECK120003496
182,ECK120008980,ECK120003495
183,ECK120008980,ECK120003494
184,ECK120008981,ECK120002505
185,ECK120008982,ECK120002616
186,ECK120008982,ECK120003666
187,ECK120008983,ECK120000581
188,ECK120008984,ECK120000581
189,ECK120008985,ECK120000581
190,ECK120008986,ECK120002078
191,ECK120008986,ECK120001755
192,ECK120008987,ECK120002078
193,ECK120008988,ECK120001215
194,ECK120008989,ECK120000169
195,ECK120008989,ECK120000168
196,ECK120008990,ECK120000169
197,ECK120008990,ECK120000168
198,ECK120008991,ECK120000168
199,ECK120008991,ECK120000169
200,ECK120008992,ECK120002527
201,ECK120008992,ECK120002520
202,ECK120008992,ECK120002513
203,ECK120008992,ECK120002474
204,ECK120008993,ECK120001608
205,ECK120008994,ECK120000066
206,ECK120008995,ECK120003655
207,ECK120008996,ECK120000445
208,ECK120008996,ECK120002028
209,ECK120008996,ECK120002027
210,ECK120008996,ECK120000068
211,ECK120008996,ECK120000006
212,ECK120008997,ECK120003557
213,ECK120008997,ECK120003556
214,ECK120008998,ECK120002392
215,ECK120008998,ECK120002393
216,ECK120008998,ECK120002394
217,ECK120008998,ECK120002391
218,ECK120008999,ECK120003371
219,ECK120008999,ECK120003367
220,ECK120008999,ECK120003368
221,ECK120008999,ECK120003369
222,ECK120008999,ECK120003370
223,ECK120008999,ECK120003366
224,ECK120009001,ECK120003340
225,ECK120009001,ECK120003341
226,ECK120009001,ECK120003342
227,ECK120009001,ECK120003343
228,ECK120009001,ECK120003344
229,ECK120009002,ECK120003118
230,ECK120009002,ECK120003121
231,ECK120009002,ECK120003120
232,ECK120009002,ECK120003119
233,ECK120009002,ECK120003117
234,ECK120009002,ECK120003123
235,ECK120009002,ECK120003122
236,ECK120009003,ECK120001871
237,ECK120009003,ECK120001870
238,ECK120009003,ECK120001411
239,ECK120009004,ECK120001870
240,ECK120009004,ECK120001871
241,ECK120009004,ECK120001411
242,ECK120009005,ECK120000575
243,ECK120009005,ECK120000583
244,ECK120009006,ECK120001066
245,ECK120009006,ECK120000645
246,ECK120009007,ECK120001560
247,ECK120009008,ECK120001464
248,ECK120009009,ECK120000336
249,ECK120009010,ECK120000290
250,ECK120009010,ECK120000292
251,ECK120009010,ECK120000289
252,ECK120009011,ECK120003901
253,ECK120009012,ECK120003961
254,ECK120009012,ECK120001301
255,ECK120009012,ECK120001300
256,ECK120009012,ECK120002252
257,ECK120009012,ECK120000354
258,ECK120009013,ECK120001816
259,ECK120009013,ECK120001815
260,ECK120009014,ECK120000651
261,ECK120009015,ECK120000829
262,ECK120009015,ECK120001388
263,ECK120009015,ECK120002097
264,ECK120009015,ECK120001170
265,ECK120009016,ECK120002097
266,ECK120009016,ECK120000829
267,ECK120009016,ECK120001170
268,ECK120009016,ECK120001388
269,ECK120009017,ECK120000829
270,ECK120009017,ECK120001170
271,ECK120009017,ECK120001388
272,ECK120009017,ECK120002097
273,ECK120009018,ECK120001484
274,ECK120009018,ECK120002644
275,ECK120009019,ECK120000752
276,ECK120009019,ECK120000420
277,ECK120009019,ECK120002282
278,ECK120009020,ECK120000420
279,ECK120009021,ECK120000484
280,ECK120009022,ECK120000619
281,ECK120009022,ECK120001075
282,ECK120009022,ECK120000925
283,ECK120009023,ECK120000628
284,ECK120009024,ECK120003978
285,ECK120009024,ECK120002302
286,ECK120009025,ECK120002315
287,ECK120009026,ECK120004009
288,ECK120009026,ECK120004010
289,ECK120009026,ECK120004008
290,ECK120009027,ECK120002433
291,ECK120009027,ECK120002432
292,ECK120009028,ECK120001759
293,ECK120009029,ECK120002210
294,ECK120009030,ECK120001886
295,ECK120009030,ECK120001885
296,ECK120009030,ECK120001884
297,ECK120009030,ECK120002305
298,ECK120009030,ECK120004319
299,ECK120009031,ECK120004319
300,ECK120009031,ECK120002305
301,ECK120009031,ECK120001886
302,ECK120009031,ECK120001884
303,ECK120009031,ECK120001885
304,ECK120009032,ECK120002342
305,ECK120009033,ECK120002342
306,ECK120009034,ECK120002342
307,ECK120009035,ECK120000814
308,ECK120009035,ECK120001986
309,ECK120009036,ECK120000356
310,ECK120009036,ECK120001641
311,ECK120009036,ECK120000359
312,ECK120009036,ECK120000355
313,ECK120009037,ECK120000350
314,ECK120009037,ECK120000005
315,ECK120009038,ECK120002236
316,ECK120009038,ECK120003605
317,ECK120009039,ECK120002102
318,ECK120009040,ECK120003604
319,ECK120009041,ECK120002051
320,ECK120009042,ECK120002317
321,ECK120009042,ECK120004387
322,ECK120009042,ECK120004388
323,ECK120009042,ECK120004386
324,ECK120009043,ECK120000517
325,ECK120009043,ECK120000520
326,ECK120009043,ECK120000519
327,ECK120009044,ECK120000520
328,ECK120009044,ECK120000519
329,ECK120009044,ECK120000517
330,ECK120009045,ECK120000517
331,ECK120009045,ECK120000520
332,ECK120009045,ECK120000519
333,ECK120009046,ECK120000662
334,ECK120009047,ECK120002573
335,ECK120009048,ECK120000161
336,ECK120009049,ECK120001382
337,ECK120009049,ECK120004452
338,ECK120009050,ECK120000161
339,ECK120009051,ECK120000110
340,ECK120009051,ECK120000112
341,ECK120009051,ECK120000111
342,ECK120009052,ECK120002586
343,ECK120009053,ECK120000354
344,ECK120009053,ECK120001300
345,ECK120009053,ECK120001301
346,ECK120009054,ECK120002342
347,ECK120009054,ECK120002341
348,ECK120009054,ECK120002343
349,ECK120009055,ECK120004386
350,ECK120009056,ECK120002247
351,ECK120009057,ECK120002247
352,ECK120009058,ECK120002323
353,ECK120009059,ECK120004291
354,ECK120009059,ECK120004290
355,ECK120009060,ECK120001489
356,ECK120009061,ECK120000593
357,ECK120009061,ECK120000592
358,ECK120009062,ECK120002375
359,ECK120009062,ECK120004451
360,ECK120009063,ECK120002447
361,ECK120009065,ECK120000574
362,ECK120009066,ECK120001187
363,ECK120009067,ECK120001044
364,ECK120009067,ECK120001601
365,ECK120009067,ECK120003455
366,ECK120009068,ECK120003456
367,ECK120009069,ECK120001025
368,ECK120009069,ECK120000353
369,ECK120009070,ECK120004352
370,ECK120009070,ECK120002309
371,ECK120009070,ECK120002310
372,ECK120009070,ECK120004353
373,ECK120009070,ECK120004354
374,ECK120009070,ECK120004355
375,ECK120009071,ECK120004351
376,ECK120009072,ECK120000447
377,ECK120009072,ECK120001048
378,ECK120009072,ECK120002648
379,ECK120009072,ECK120000210
380,ECK120009073,ECK120000210
381,ECK120009073,ECK120000447
382,ECK120009073,ECK120001048
383,ECK120009074,ECK120000223
384,ECK120009075,ECK120000516
385,ECK120009075,ECK120000044
386,ECK120009075,ECK120000043
387,ECK120009076,ECK120000044
388,ECK120009076,ECK120000516
389,ECK120009076,ECK120000043
390,ECK120009076,ECK120000684
391,ECK120009077,ECK120000043
392,ECK120009077,ECK120000044
393,ECK120009078,ECK120000684
394,ECK120009078,ECK120000516
395,ECK120009079,ECK120003788
396,ECK120009079,ECK120003787
397,ECK120009080,ECK120002225
398,ECK120009080,ECK120003511
399,ECK120009080,ECK120003510
400,ECK120009080,ECK120003509
401,ECK120009080,ECK120003508
402,ECK120009081,ECK120001930
403,ECK120009081,ECK120001929
404,ECK120009081,ECK120001931
405,ECK120009081,ECK120001928
406,ECK120009082,ECK120000558
407,ECK120009083,ECK120001089
408,ECK120009084,ECK120003437
409,ECK120009084,ECK120003435
410,ECK120009084,ECK120003436
411,ECK120009084,ECK120003434
412,ECK120009084,ECK120003438
413,ECK120009085,ECK120000064
414,ECK120009086,ECK120000882
415,ECK120009086,ECK120000877
416,ECK120009086,ECK120001283
417,ECK120009086,ECK120000323
418,ECK120009087,ECK120000323
419,ECK120009088,ECK120000323
420,ECK120009088,ECK120000877
421,ECK120009088,ECK120000882
422,ECK120009089,ECK120000620
423,ECK120009089,ECK120004093
424,ECK120009089,ECK120000657
425,ECK120009089,ECK120004094
426,ECK120009090,ECK120004093
427,ECK120009090,ECK120004094
428,ECK120009090,ECK120000657
429,ECK120009090,ECK120000620
430,ECK120009091,ECK120004093
431,ECK120009091,ECK120004094
432,ECK120009091,ECK120000657
433,ECK120009092,ECK120004093
434,ECK120009092,ECK120000620
435,ECK120009093,ECK120004094
436,ECK120009093,ECK120004093
437,ECK120009093,ECK120000620
438,ECK120009094,ECK120004093
439,ECK120009095,ECK120004094
440,ECK120009095,ECK120004093
441,ECK120009096,ECK120000882
442,ECK120009096,ECK120000877
443,ECK120009096,ECK120001283
444,ECK120009097,ECK120000058
445,ECK120009098,ECK120000568
446,ECK120009098,ECK120000567
447,ECK120009099,ECK120001861
448,ECK120009100,ECK120002624
449,ECK120009101,ECK120004093
450,ECK120009101,ECK120000620
451,ECK120009102,ECK120000620
452,ECK120009102,ECK120004093
453,ECK120009102,ECK120004094
454,ECK120009103,ECK120001336
455,ECK120009103,ECK120001486
456,ECK120009103,ECK120002291
457,ECK120009104,ECK120001436
458,ECK120009104,ECK120001435
459,ECK120009104,ECK120001437
460,ECK120009105,ECK120000376
461,ECK120009106,ECK120000376
462,ECK120009107,ECK120000935
463,ECK120009108,ECK120001035
464,ECK120009108,ECK120001038
465,ECK120009108,ECK120001037
466,ECK120009108,ECK120001039
467,ECK120009108,ECK120001036
468,ECK120009109,ECK120001037
469,ECK120009109,ECK120001038
470,ECK120009109,ECK120001035
471,ECK120009109,ECK120001036
472,ECK120009109,ECK120001039
473,ECK120009110,ECK120001655
474,ECK120009111,ECK120000091
475,ECK120009111,ECK120001203
476,ECK120009112,ECK120001092
477,ECK120009113,ECK120001092
478,ECK120009114,ECK120002579
479,ECK120009116,ECK120002503
480,ECK120009116,ECK120001161
481,ECK120009116,ECK120000658
482,ECK120009116,ECK120000498
483,ECK120009116,ECK120001159
484,ECK120009116,ECK120000905
485,ECK120009116,ECK120000734
486,ECK120009116,ECK120001160
487,ECK120009117,ECK120002669
488,ECK120009118,ECK120004194
489,ECK120009119,ECK120004366
490,ECK120009120,ECK120003002
491,ECK120009121,ECK120000320
492,ECK120009122,ECK120001056
493,ECK120009123,ECK120000400
494,ECK120009124,ECK120000844
495,ECK120009125,ECK120000687
496,ECK120009126,ECK120004333
497,ECK120009127,ECK120000134
498,ECK120009128,ECK120001097
499,ECK120009129,ECK120000182
500,ECK120009130,ECK120001767
501,ECK120009131,ECK120000502
502,ECK120009132,ECK120000537
503,ECK120009133,ECK120000828
504,ECK120009134,ECK120000915
505,ECK120009135,ECK120001047
506,ECK120009136,ECK120000400
507,ECK120009137,ECK120000400
508,ECK120009138,ECK120000965
509,ECK120009139,ECK120000965
510,ECK120009141,ECK120004183
511,ECK120009141,ECK120004182
512,ECK120009141,ECK120002380
513,ECK120009141,ECK120004181
514,ECK120009142,ECK120004180
515,ECK120009143,ECK120004186
516,ECK120009143,ECK120004185
517,ECK120009143,ECK120002383
518,ECK120009143,ECK120002382
519,ECK120009143,ECK120002381
520,ECK120009143,ECK120004184
521,ECK120009144,ECK120000949
522,ECK120009145,ECK120003077
523,ECK120009145,ECK120003079
524,ECK120009145,ECK120003078
525,ECK120009145,ECK120002226
526,ECK120009145,ECK120003076
527,ECK120009146,ECK120000940
528,ECK120009146,ECK120001730
529,ECK120009147,ECK120001030
530,ECK120009148,ECK120000022
531,ECK120009148,ECK120000021
532,ECK120009149,ECK120000096
533,ECK120009149,ECK120000097
534,ECK120009149,ECK120000100
535,ECK120009149,ECK120000094
536,ECK120009149,ECK120000101
537,ECK120009149,ECK120000099
538,ECK120009149,ECK120000098
539,ECK120009149,ECK120000095
540,ECK120009150,ECK120000095
541,ECK120009150,ECK120000098
542,ECK120009150,ECK120000099
543,ECK120009150,ECK120000101
544,ECK120009150,ECK120000094
545,ECK120009150,ECK120000100
546,ECK120009150,ECK120000097
547,ECK120009150,ECK120000096
548,ECK120009152,ECK120000214
549,ECK120009152,ECK120000216
550,ECK120009153,ECK120000237
551,ECK120009154,ECK120000237
552,ECK120009155,ECK120000382
553,ECK120009155,ECK120000379
554,ECK120009155,ECK120000381
555,ECK120009156,ECK120000441
556,ECK120009156,ECK120000438
557,ECK120009156,ECK120000437
558,ECK120009156,ECK120000443
559,ECK120009156,ECK120000444
560,ECK120009157,ECK120000486
561,ECK120009158,ECK120000627
562,ECK120009159,ECK120001245
563,ECK120009159,ECK120000699
564,ECK120009160,ECK120000734
565,ECK120009161,ECK120000872
566,ECK120009163,ECK120000905
567,ECK120009163,ECK120000734
568,ECK120009164,ECK120004476
569,ECK120009164,ECK120004475
570,ECK120009165,ECK120000777
571,ECK120009166,ECK120000851
572,ECK120009167,ECK120001124
573,ECK120009167,ECK120001052
574,ECK120009168,ECK120001056
575,ECK120009169,ECK120000923
576,ECK120009169,ECK120000920
577,ECK120009169,ECK120000921
578,ECK120009170,ECK120000163
579,ECK120009171,ECK120000163
580,ECK120009172,ECK120000163
581,ECK120009173,ECK120000493
582,ECK120009173,ECK120000492
583,ECK120009174,ECK120000492
584,ECK120009174,ECK120000493
585,ECK120009175,ECK120000493
586,ECK120009175,ECK120000492
587,ECK120009176,ECK120002242
588,ECK120009176,ECK120000301
589,ECK120009176,ECK120000675
590,ECK120009177,ECK120000523
591,ECK120009177,ECK120000522
592,ECK120009178,ECK120000362
593,ECK120009179,ECK120000886
594,ECK120009179,ECK120000885
595,ECK120009181,ECK120003057
596,ECK120009181,ECK120003056
597,ECK120009182,ECK120001053
598,ECK120009183,ECK120001051
599,ECK120009185,ECK120001193
600,ECK120009186,ECK120000357
601,ECK120009187,ECK120000457
602,ECK120009188,ECK120001100
603,ECK120009189,ECK120000612
604,ECK120009189,ECK120000616
605,ECK120009189,ECK120000338
606,ECK120009189,ECK120000613
607,ECK120009189,ECK120000597
608,ECK120009189,ECK120000615
609,ECK120009189,ECK120000614
610,ECK120009189,ECK120000208
611,ECK120009189,ECK120000336
612,ECK120009189,ECK120000333
613,ECK120009189,ECK120000341
614,ECK120009189,ECK120000259
615,ECK120009189,ECK120001072
616,ECK120009189,ECK120001073
617,ECK120009189,ECK120000335
618,ECK120009189,ECK120001074
619,ECK120009190,ECK120000945
620,ECK120009191,ECK120000945
621,ECK120009192,ECK120002294
622,ECK120009193,ECK120002294
623,ECK120009194,ECK120000023
624,ECK120009194,ECK120000020
625,ECK120009194,ECK120000019
626,ECK120009195,ECK120001200
627,ECK120009196,ECK120000050
628,ECK120009197,ECK120001201
629,ECK120009197,ECK120000061
630,ECK120009197,ECK120000060
631,ECK120009198,ECK120000063
632,ECK120009199,ECK120000065
633,ECK120009200,ECK120000066
634,ECK120009201,ECK120000074
635,ECK120009201,ECK120001028
636,ECK120009202,ECK120000075
637,ECK120009203,ECK120000076
638,ECK120009204,ECK120000078
639,ECK120009204,ECK120001081
640,ECK120009204,ECK120000079
641,ECK120009205,ECK120000080
642,ECK120009206,ECK120000113
643,ECK120009207,ECK120000151
644,ECK120009208,ECK120000151
645,ECK120009209,ECK120000166
646,ECK120009210,ECK120000216
647,ECK120009210,ECK120000214
648,ECK120009210,ECK120000213
649,ECK120009210,ECK120000215
650,ECK120009211,ECK120000216
651,ECK120009211,ECK120000214
652,ECK120009211,ECK120000213
653,ECK120009211,ECK120000215
654,ECK120009212,ECK120000227
655,ECK120009212,ECK120000228
656,ECK120009212,ECK120000226
657,ECK120009213,ECK120000298
658,ECK120009213,ECK120000299
659,ECK120009213,ECK120000297
660,ECK120009213,ECK120000296
661,ECK120009214,ECK120000311
662,ECK120009214,ECK120001282
663,ECK120009215,ECK120000319
664,ECK120009216,ECK120000324
665,ECK120009216,ECK120000325
666,ECK120009216,ECK120000326
667,ECK120009216,ECK120000327
668,ECK120009217,ECK120000358
669,ECK120009218,ECK120000359
670,ECK120009218,ECK120000356
671,ECK120009218,ECK120001641
672,ECK120009218,ECK120000355
673,ECK120009219,ECK120001641
674,ECK120009219,ECK120000356
675,ECK120009219,ECK120000359
676,ECK120009219,ECK120000355
677,ECK120009220,ECK120000378
678,ECK120009220,ECK120000380
679,ECK120009220,ECK120000376
680,ECK120009221,ECK120000380
681,ECK120009221,ECK120000378
682,ECK120009222,ECK120000380
683,ECK120009222,ECK120000376
684,ECK120009222,ECK120000378
685,ECK120009223,ECK120000384
686,ECK120009223,ECK120000386
687,ECK120009223,ECK120000385
688,ECK120009224,ECK120000387
689,ECK120009225,ECK120001249
690,ECK120009225,ECK120000495
691,ECK120009225,ECK120000487
692,ECK120009226,ECK120000496
693,ECK120009227,ECK120000504
694,ECK120009228,ECK120016291
695,ECK120009228,ECK120000508
696,ECK120009228,ECK120000506
697,ECK120009228,ECK120000507
698,ECK120009229,ECK120000517
699,ECK120009229,ECK120000519
700,ECK120009229,ECK120000520
701,ECK120009230,ECK120000526
702,ECK120009230,ECK120001447
703,ECK120009231,ECK120000547
704,ECK120009231,ECK120000548
705,ECK120009231,ECK120000549
706,ECK120009232,ECK120000553
707,ECK120009232,ECK120000554
708,ECK120009233,ECK120001208
709,ECK120009234,ECK120000574
710,ECK120009235,ECK120000580
711,ECK120009236,ECK120000625
712,ECK120009236,ECK120000627
713,ECK120009236,ECK120000629
714,ECK120009236,ECK120000626
715,ECK120009237,ECK120000633
716,ECK120009237,ECK120000634
717,ECK120009237,ECK120000631
718,ECK120009237,ECK120000632
719,ECK120009238,ECK120000635
720,ECK120009239,ECK120000647
721,ECK120009239,ECK120000648
722,ECK120009239,ECK120000646
723,ECK120009239,ECK120000183
724,ECK120009240,ECK120000654
725,ECK120009240,ECK120000653
726,ECK120009240,ECK120002228
727,ECK120009241,ECK120000662
728,ECK120009242,ECK120000663
729,ECK120009243,ECK120000664
730,ECK120009244,ECK120000674
731,ECK120009245,ECK120001367
732,ECK120009245,ECK120000718
733,ECK120009246,ECK120000719
734,ECK120009246,ECK120000724
735,ECK120009247,ECK120001285
736,ECK120009247,ECK120001316
737,ECK120009248,ECK120000782
738,ECK120009249,ECK120000783
739,ECK120009249,ECK120000786
740,ECK120009250,ECK120000788
741,ECK120009251,ECK120000789
742,ECK120009251,ECK120000790
743,ECK120009252,ECK120000791
744,ECK120009253,ECK120000797
745,ECK120009254,ECK120000798
746,ECK120009255,ECK120000814
747,ECK120009256,ECK120000834
748,ECK120009256,ECK120000833
749,ECK120009257,ECK120000942
750,ECK120009258,ECK120000965
751,ECK120009259,ECK120000973
752,ECK120009260,ECK120001015
753,ECK120009260,ECK120001014
754,ECK120009260,ECK120001013
755,ECK120009260,ECK120001248
756,ECK120009260,ECK120001017
757,ECK120009260,ECK120001016
758,ECK120009261,ECK120001031
759,ECK120009262,ECK120001050
760,ECK120009263,ECK120001051
761,ECK120009264,ECK120001053
762,ECK120009265,ECK120000034
763,ECK120009265,ECK120000026
764,ECK120009266,ECK120000034
765,ECK120009267,ECK120001352
766,ECK120009267,ECK120001351
767,ECK120009268,ECK120000042
768,ECK120009269,ECK120000052
769,ECK120009270,ECK120000179
770,ECK120009271,ECK120000184
771,ECK120009271,ECK120000185
772,ECK120009271,ECK120000186
773,ECK120009272,ECK120000187
774,ECK120009273,ECK120000274
775,ECK120009274,ECK120000493
776,ECK120009274,ECK120000492
777,ECK120009275,ECK120000787
778,ECK120009275,ECK120000784
779,ECK120009276,ECK120000888
780,ECK120009277,ECK120000888
781,ECK120009278,ECK120001250
782,ECK120009278,ECK120000994
783,ECK120009278,ECK120000995
784,ECK120009279,ECK120000720
785,ECK120009280,ECK120001029
786,ECK120009281,ECK120001030
787,ECK120009282,ECK120000377
788,ECK120009283,ECK120000488
789,ECK120009284,ECK120000555
790,ECK120009285,ECK120000267
791,ECK120009286,ECK120000610
792,ECK120009287,ECK120000781
793,ECK120009288,ECK120001745
794,ECK120009289,ECK120001819
795,ECK120009289,ECK120001820
796,ECK120009290,ECK120030072
797,ECK120009290,ECK120001348
798,ECK120009290,ECK120001347
799,ECK120009290,ECK120000045
800,ECK120009291,ECK120000054
801,ECK120009291,ECK120000055
802,ECK120009291,ECK120000053
803,ECK120009292,ECK120000056
804,ECK120009293,ECK120000169
805,ECK120009293,ECK120000168
806,ECK120009294,ECK120000174
807,ECK120009294,ECK120000173
808,ECK120009294,ECK120000175
809,ECK120009294,ECK120000176
810,ECK120009294,ECK120000177
811,ECK120009295,ECK120000969
812,ECK120009295,ECK120000971
813,ECK120009295,ECK120000970
814,ECK120009295,ECK120000968
815,ECK120009296,ECK120000349
816,ECK120009297,ECK120000351
817,ECK120009298,ECK120000395
818,ECK120009299,ECK120000482
819,ECK120009300,ECK120000569
820,ECK120009301,ECK120000130
821,ECK120009301,ECK120000131
822,ECK120009302,ECK120000131
823,ECK120009302,ECK120000130
824,ECK120009303,ECK120000062
825,ECK120009304,ECK120000087
826,ECK120009305,ECK120000089
827,ECK120009306,ECK120001614
828,ECK120009306,ECK120001613
829,ECK120009306,ECK120001612
830,ECK120009306,ECK120001615
831,ECK120009307,ECK120000106
832,ECK120009307,ECK120000105
833,ECK120009307,ECK120000107
834,ECK120009308,ECK120000108
835,ECK120009309,ECK120000114
836,ECK120009309,ECK120000117
837,ECK120009309,ECK120000115
838,ECK120009309,ECK120000116
839,ECK120009310,ECK120000129
840,ECK120009311,ECK120000160
841,ECK120009312,ECK120000156
842,ECK120009313,ECK120000352
843,ECK120009314,ECK120000373
844,ECK120009314,ECK120000370
845,ECK120009314,ECK120000372
846,ECK120009315,ECK120000552
847,ECK120009315,ECK120000551
848,ECK120009315,ECK120000521
849,ECK120009316,ECK120000950
850,ECK120009317,ECK120000978
851,ECK120009317,ECK120004177
852,ECK120009317,ECK120000979
853,ECK120009317,ECK120000980
854,ECK120009317,ECK120004176
855,ECK120009317,ECK120004178
856,ECK120009317,ECK120001154
857,ECK120009318,ECK120001127
858,ECK120009319,ECK120000247
859,ECK120009319,ECK120000246
860,ECK120009320,ECK120000348
861,ECK120009320,ECK120000347
862,ECK120009320,ECK120000343
863,ECK120009320,ECK120000346
864,ECK120009320,ECK120000344
865,ECK120009321,ECK120000657
866,ECK120009322,ECK120001043
867,ECK120009323,ECK120000570
868,ECK120009323,ECK120000571
869,ECK120009324,ECK120000557
870,ECK120009324,ECK120000556
