,SITE_ID,SITE_POSLEFT,SITE_POSRIGHT,CONFORMATION_ID
139,ECK120011600,771162,771175,ECK125269260
140,ECK120011609,771110,771123,ECK125269260
141,ECK120011609,771110,771123,ECK125269260
142,ECK120011609,771110,771123,ECK125269260
143,ECK120011609,771110,771123,ECK125269260
144,ECK120011616,3494002,3494016,ECK125269242
145,ECK120011618,3493893,3493905,ECK125269246
146,ECK120011621,1330911,1330925,ECK125269242
147,ECK120011623,1330879,1330893,ECK125269242
148,ECK120011625,1330844,1330858,ECK125269242
149,ECK120011632,2313103,2313117,ECK125269256
150,ECK120011632,2313103,2313117,ECK125269256
151,ECK120011632,2313103,2313117,ECK125269256
152,ECK120011632,2313103,2313117,ECK125269256
153,ECK120011637,2313134,2313148,ECK125269256
154,ECK120011637,2313134,2313148,ECK125269256
155,ECK120011637,2313134,2313148,ECK125269256
156,ECK120011637,2313134,2313148,ECK125269256
157,ECK120011642,2313199,2313210,ECK125269241
158,ECK120011644,2312955,2312974,ECK125269270
159,ECK120011644,2312955,2312974,ECK125269270
160,ECK120011646,2313036,2313055,ECK125269270
161,ECK120011648,2313163,2313177,ECK125269256
162,ECK120011648,2313163,2313177,ECK125269256
163,ECK120011648,2313163,2313177,ECK125269256
164,ECK120011648,2313163,2313177,ECK125269256
165,ECK120011653,1735256,1735268,ECK125269246
166,ECK120011656,3219279,3219295,ECK125269235
167,ECK120011658,3219257,3219273,ECK125269235
168,ECK120011660,3219330,3219344,ECK125269242
169,ECK120011662,3219196,3219208,ECK125269246
170,ECK120011664,1832269,1832285,ECK125269235
171,ECK120011666,1832289,1832305,ECK125269235
172,ECK120011668,1832311,1832327,ECK125269235
173,ECK120011673,1832083,1832100,ECK125269268
174,ECK120011675,1832114,1832131,ECK125269268
175,ECK120011677,1832135,1832152,ECK125269268
176,ECK120011679,1832157,1832174,ECK125269268
177,ECK120011682,4035161,4035175,ECK125269242
178,ECK120011684,4035141,4035155,ECK125269242
179,ECK120011686,4035121,4035135,ECK125269242
180,ECK120011688,4035099,4035113,ECK125269242
181,ECK120011690,3941439,3941453,ECK125269242
182,ECK120011692,3941408,3941422,ECK125269242
183,ECK120011694,3941388,3941402,ECK125269242
184,ECK120011696,2800586,2800604,ECK125269238
185,ECK120011696,2800586,2800604,ECK125269238
186,ECK120011699,787618,787636,ECK125269238
187,ECK120011701,787621,787639,ECK125269238
188,ECK120011703,3429111,3429125,ECK125269242
189,ECK120011705,3429131,3429145,ECK125269242
190,ECK120011707,3429166,3429180,ECK125269242
191,ECK120011709,3429184,3429198,ECK125269242
192,ECK120011711,3429214,3429228,ECK125269242
193,ECK120011713,4207784,4207798,ECK125269242
194,ECK120011715,4207755,4207769,ECK125269242
195,ECK120011717,4207739,4207753,ECK125269242
196,ECK120011719,4207713,4207727,ECK125269242
197,ECK120011721,4207686,4207700,ECK125269242
198,ECK120011723,2731512,2731526,ECK125269242
199,ECK120011725,2731532,2731546,ECK125269242
200,ECK120011727,2731553,2731567,ECK125269242
201,ECK120011729,223407,223421,ECK125269242
202,ECK120011731,223387,223401,ECK125269242
203,ECK120011733,223344,223358,ECK125269242
204,ECK120011735,223297,223311,ECK125269242
205,ECK120011737,3581019,3581037,ECK125269238
206,ECK120011743,3847253,3847272,ECK125269449
207,ECK120011745,354819,354833,ECK125269298
208,ECK120011747,1287756,1287770,ECK125269242
209,ECK120011749,1287787,1287801,ECK125269242
210,ECK120011754,4617174,4617195,ECK125269234
211,ECK120011765,4287649,4287663,ECK125269242
212,ECK120011765,4287649,4287663,ECK125269242
213,ECK120011765,4287649,4287663,ECK125269242
214,ECK120011768,4287610,4287622,ECK125269246
215,ECK120011768,4287610,4287622,ECK125269246
216,ECK120011768,4287610,4287622,ECK125269246
217,ECK120011771,4287450,4287471,ECK125269234
218,ECK120011773,4287503,4287524,ECK125269234
219,ECK120011775,4287443,4287457,ECK125269242
220,ECK120011777,4287482,4287496,ECK125269242
221,ECK120011779,4287538,4287550,ECK125269246
222,ECK120011779,4287538,4287550,ECK125269246
223,ECK120011781,4287565,4287577,ECK125269246
224,ECK120011784,4466260,4466281,ECK125269234
225,ECK120011786,987453,987472,ECK125269275
226,ECK120011788,987153,987172,ECK125269275
227,ECK120011790,987133,987152,ECK125269275
228,ECK120011795,3742725,3742746,ECK125269234
229,ECK120011798,1237518,1237539,ECK125269234
230,ECK120011798,1237518,1237539,ECK125269234
231,ECK120011800,3105696,3105717,ECK125269234
232,ECK120011802,4330319,4330333,ECK125269242
233,ECK120011804,4330359,4330373,ECK125269242
234,ECK120011806,4611050,4611062,ECK125269246
235,ECK120011808,4610997,4611011,ECK125269256
236,ECK120011810,4610960,4610974,ECK125269256
237,ECK120011812,4611154,4611175,ECK125269234
238,ECK120011814,4611130,4611151,ECK125269234
239,ECK120011816,2911401,2911415,ECK125269242
240,ECK120011816,2911401,2911415,ECK125269242
241,ECK120011819,1556548,1556561,ECK125269287
242,ECK120011826,2441672,2441688,ECK125269286
243,ECK120011828,3086555,3086570,ECK125269279
244,ECK120011830,3086567,3086582,ECK125269279
245,ECK120011832,638930,638945,ECK125269279
246,ECK120011834,638940,638955,ECK125269279
247,ECK120011836,4128572,4128587,ECK125269279
248,ECK120011838,4128582,4128597,ECK125269279
249,ECK120011840,4128580,4128595,ECK125269279
250,ECK120011842,4128590,4128605,ECK125269279
251,ECK120011844,4128588,4128603,ECK125269279
252,ECK120011846,4128598,4128613,ECK125269279
253,ECK120011848,4132539,4132554,ECK125269279
254,ECK120011850,4132547,4132562,ECK125269279
255,ECK120011852,4132545,4132560,ECK125269279
256,ECK120011854,4132555,4132570,ECK125269279
257,ECK120011862,2788848,2788869,ECK125269234
258,ECK120011865,2665348,2665369,ECK125269234
259,ECK120011870,2313006,2313018,ECK125269246
260,ECK120011870,2313006,2313018,ECK125269246
261,ECK120011870,2313006,2313018,ECK125269246
262,ECK120011878,866354,866367,ECK125269260
263,ECK120011880,866524,866538,ECK125269269
264,ECK120011882,866495,866510,ECK125269251
265,ECK120011884,866563,866578,ECK125269251
266,ECK120011886,1263645,1263658,ECK125269260
267,ECK120011890,1889819,1889835,ECK125269286
268,ECK120011892,1889905,1889921,ECK125269286
269,ECK120011901,4223698,4223714,ECK125269286
270,ECK120011906,1488178,1488186,ECK125269355
271,ECK120011910,703798,703820,ECK125269289
272,ECK120011910,703798,703820,ECK125269289
273,ECK120011913,703704,703726,ECK125269289
274,ECK120011913,703704,703726,ECK125269289
275,ECK120011916,703768,703789,ECK125269234
276,ECK120011916,703768,703789,ECK125269234
277,ECK120011920,1292927,1292941,ECK125269242
278,ECK120011922,1292961,1292975,ECK125269242
279,ECK120011924,1293069,1293083,ECK125269242
280,ECK120011926,1293194,1293208,ECK125269242
281,ECK120011928,1293233,1293247,ECK125269242
282,ECK120011930,1293125,1293139,ECK125269242
283,ECK120011932,1293022,1293036,ECK125269242
284,ECK120011934,1293064,1293078,ECK125269263
285,ECK120011936,1293133,1293147,ECK125269263
286,ECK120011943,595512,595528,ECK125269311
287,ECK120011943,595512,595528,ECK125269311
288,ECK120011945,4058152,4058173,ECK125269234
289,ECK120011947,4058154,4058175,ECK125269234
290,ECK120011964,4360278,4360292,ECK125269269
291,ECK120011968,42121,42135,ECK125269269
292,ECK120011970,42131,42145,ECK125269269
293,ECK120011972,42003,42017,ECK125269269
294,ECK120011974,41981,41995,ECK125269269
295,ECK120011976,4349124,4349140,ECK125269342
296,ECK120011979,1165928,1165942,ECK125269269
297,ECK120011981,1166020,1166034,ECK125269269
298,ECK120011983,1166036,1166050,ECK125269269
299,ECK120011985,1166041,1166055,ECK125269269
300,ECK120011987,1166050,1166064,ECK125269269
301,ECK120011989,1166052,1166066,ECK125269269
302,ECK120011992,890826,890845,ECK125269270
303,ECK120011992,890826,890845,ECK125269270
304,ECK120011995,4100732,4100746,ECK125269269
305,ECK120011997,4100743,4100757,ECK125269269
306,ECK120011999,4100715,4100729,ECK125269269
307,ECK120012001,771297,771311,ECK125269269
308,ECK120012003,770870,770884,ECK125269269
309,ECK120012005,770859,770873,ECK125269269
310,ECK120012007,770848,770862,ECK125269269
311,ECK120012009,4031035,4031049,ECK125269269
312,ECK120012011,3128173,3128187,ECK125269269
313,ECK120012013,3777264,3777278,ECK125269269
314,ECK120012016,1616963,1616977,ECK125269269
315,ECK120012018,4466440,4466454,ECK125269269
316,ECK120012022,1942613,1942636,ECK125269362
317,ECK120012022,1942613,1942636,ECK125269362
318,ECK120012032,4518280,4518298,ECK125269238
319,ECK120012034,1821799,1821820,ECK125269234
320,ECK120012038,1821755,1821773,ECK125269356
321,ECK120012038,1821755,1821773,ECK125269431
322,ECK120012040,1821778,1821796,ECK125269356
323,ECK120012040,1821778,1821796,ECK125269431
324,ECK120012042,1821715,1821737,ECK125269289
325,ECK120012044,1821827,1821849,ECK125269289
326,ECK120012046,366394,366415,ECK125269234
327,ECK120012046,366394,366415,ECK125269234
328,ECK120012046,366394,366415,ECK125269234
329,ECK120012050,4462896,4462909,ECK125269260
330,ECK120012052,4462865,4462878,ECK125269260
331,ECK120012054,2601000,2601022,ECK125269234
332,ECK120012056,2601059,2601072,ECK125269260
333,ECK120012058,1157661,1157682,ECK125269234
334,ECK120012060,1157761,1157775,ECK125269242
335,ECK120012060,1157761,1157775,ECK125269242
336,ECK120012060,1157761,1157775,ECK125269242
337,ECK120012063,1157740,1157754,ECK125269242
338,ECK120012063,1157740,1157754,ECK125269242
339,ECK120012063,1157740,1157754,ECK125269242
340,ECK120012066,1157679,1157693,ECK125269242
341,ECK120012066,1157679,1157693,ECK125269242
342,ECK120012069,1157640,1157654,ECK125269242
343,ECK120012069,1157640,1157654,ECK125269242
344,ECK120012072,1157614,1157628,ECK125269242
345,ECK120012072,1157614,1157628,ECK125269242
346,ECK120012079,3906011,3906025,ECK125269263
347,ECK120012081,3906717,3906731,ECK125269242
348,ECK120012083,3906742,3906756,ECK125269242
349,ECK120012085,3906748,3906769,ECK125269234
350,ECK120012085,3906748,3906769,ECK125269234
351,ECK120012094,3667660,3667680,ECK125269375
352,ECK120012098,3577621,3577640,ECK125269379
353,ECK120012104,3577636,3577651,ECK125269396
354,ECK120012106,4494506,4494521,ECK125269396
355,ECK120012106,4494506,4494521,ECK125269310
356,ECK120012116,3546323,3546344,ECK125269234
357,ECK120012116,3546323,3546344,ECK125269234
358,ECK120012116,3546323,3546344,ECK125269234
359,ECK120012120,3546381,3546400,ECK125269379
360,ECK120012120,3546381,3546400,ECK125269379
361,ECK120012120,3546381,3546400,ECK125269379
362,ECK120012129,4551365,4551386,ECK125269234
363,ECK120012129,4551365,4551386,ECK125269234
364,ECK120012135,3544642,3544661,ECK125269379
365,ECK120012137,3544615,3544636,ECK125269234
366,ECK120012139,3867006,3867018,ECK125269246
367,ECK120012167,4419898,4419917,ECK125269434
368,ECK120012169,4419641,4419660,ECK125269434
369,ECK120012172,2850683,2850696,ECK125269260
370,ECK120012179,1323103,1323120,ECK125269424
371,ECK120012181,1323119,1323136,ECK125269424
372,ECK120012183,1788280,1788297,ECK125269424
373,ECK120012185,3305863,3305880,ECK125269424
374,ECK120012187,406319,406336,ECK125269424
375,ECK120012189,4419873,4419892,ECK125269434
376,ECK120012191,4419666,4419685,ECK125269434
377,ECK120012194,4419856,4419877,ECK125269234
378,ECK120012197,4494466,4494488,ECK125269234
379,ECK120012197,4494466,4494488,ECK125269234
380,ECK120012200,4494516,4494537,ECK125269234
381,ECK120012200,4494516,4494537,ECK125269234
382,ECK120012203,4494504,4494523,ECK125269379
383,ECK120012203,4494504,4494523,ECK125269379
384,ECK120012206,4494484,4494503,ECK125269379
385,ECK120012206,4494484,4494503,ECK125269379
386,ECK120012209,4494534,4494553,ECK125269379
387,ECK120012209,4494534,4494553,ECK125269379
388,ECK120012213,3546522,3546541,ECK125269379
389,ECK120012213,3546522,3546541,ECK125269379
390,ECK120012213,3546522,3546541,ECK125269379
391,ECK120012221,422453,422462,ECK125269290
392,ECK120012223,422430,422439,ECK125269290
393,ECK120012225,422417,422426,ECK125269290
394,ECK120012227,1157760,1157774,ECK125269269
395,ECK120012229,1157711,1157725,ECK125269269
396,ECK120012231,1157674,1157688,ECK125269269
397,ECK120012233,3493866,3493878,ECK125269246
398,ECK120012235,3493883,3493897,ECK125269242
399,ECK120012237,2832292,2832305,ECK125269260
400,ECK120012242,2716598,2716612,ECK125269269
401,ECK120012244,2716615,2716629,ECK125269269
402,ECK120012255,1230516,1230527,ECK125269296
403,ECK120012257,3318384,3318405,ECK125269234
404,ECK120012257,3318384,3318405,ECK125269234
405,ECK120012260,3318428,3318445,ECK125269268
406,ECK120012260,3318428,3318445,ECK125269268
407,ECK120012263,3318547,3318564,ECK125269268
408,ECK120012263,3318547,3318564,ECK125269268
409,ECK120012266,3318568,3318585,ECK125269268
410,ECK120012266,3318568,3318585,ECK125269268
411,ECK120012271,2832385,2832397,ECK125269246
412,ECK120012273,2832449,2832461,ECK125269246
413,ECK120012280,4252436,4252449,ECK125269260
414,ECK120012282,4252425,4252437,ECK125269246
415,ECK120012284,2804715,2804729,ECK125269263
416,ECK120012286,2804754,2804768,ECK125269263
417,ECK120012288,2804773,2804787,ECK125269263
418,ECK120012290,2804792,2804806,ECK125269263
419,ECK120012292,2804819,2804833,ECK125269263
420,ECK120012294,2804831,2804845,ECK125269263
421,ECK120012296,2804847,2804861,ECK125269263
422,ECK120012298,2804877,2804891,ECK125269263
423,ECK120012300,2804903,2804917,ECK125269263
424,ECK120012302,2804917,2804931,ECK125269263
425,ECK120012304,2685795,2685808,ECK125269260
426,ECK120012306,3658305,3658324,ECK125269352
427,ECK120012308,3658272,3658291,ECK125269352
428,ECK120012310,3658137,3658156,ECK125269352
429,ECK120012320,70184,70200,ECK125269282
430,ECK120012320,70184,70200,ECK125269282
431,ECK120012323,70205,70221,ECK125269282
432,ECK120012323,70205,70221,ECK125269282
433,ECK120012328,70131,70147,ECK125269282
434,ECK120012328,70131,70147,ECK125269395
435,ECK120012328,70131,70147,ECK125269282
436,ECK120012328,70131,70147,ECK125269395
437,ECK120012331,1986321,1986337,ECK125269282
438,ECK120012333,1986396,1986412,ECK125269282
439,ECK120012335,412564,412580,ECK125269282
440,ECK120012339,4100632,4100648,ECK125269370
441,ECK120012341,4100714,4100728,ECK125269269
442,ECK120012343,4097589,4097610,ECK125269234
443,ECK120012345,4097584,4097605,ECK125269234
444,ECK120012349,4341816,4341833,ECK125269406
445,ECK120012349,4341816,4341833,ECK125269303
446,ECK120012349,4341816,4341833,ECK125269406
447,ECK120012356,4341681,4341702,ECK125269234
448,ECK120012356,4341681,4341702,ECK125269234
449,ECK120012359,4341795,4341816,ECK125269234
450,ECK120012359,4341795,4341816,ECK125269234
451,ECK120012364,4058239,4058255,ECK125269235
452,ECK120012364,4058239,4058255,ECK125269235
453,ECK120012367,3737404,3737413,ECK125269290
454,ECK120012369,3737391,3737400,ECK125269290
455,ECK120012371,4246511,4246520,ECK125269290
456,ECK120012371,4246511,4246520,ECK125269290
457,ECK120012374,4246559,4246580,ECK125269234
458,ECK120012374,4246559,4246580,ECK125269234
459,ECK120012381,3552579,3552589,ECK125269290
460,ECK120012383,3552601,3552611,ECK125269290
461,ECK120012385,2246937,2246955,ECK125269238
462,ECK120012385,2246937,2246955,ECK125269238
463,ECK120012388,4262721,4262737,ECK125269308
464,ECK120012390,4262771,4262783,ECK125269246
465,ECK120012392,3152051,3152069,ECK125269238
466,ECK120012394,624725,624743,ECK125269238
467,ECK120012396,1311020,1311038,ECK125269238
468,ECK120012398,4516747,4516765,ECK125269238
469,ECK120012400,1161648,1161666,ECK125269238
470,ECK120012403,2934028,2934049,ECK125269234
471,ECK120012405,4124563,4124584,ECK125269234
472,ECK120012411,957454,957468,ECK125269256
473,ECK120012417,3592421,3592439,ECK125269258
474,ECK120012417,3592421,3592439,ECK125269258
475,ECK120012423,1488184,1488198,ECK125269269
476,ECK120012425,1488195,1488209,ECK125269269
477,ECK120012427,1488046,1488060,ECK125269269
478,ECK120012429,1764620,1764636,ECK125269276
479,ECK120012431,3742616,3742628,ECK125269246
480,ECK120012438,1329292,1329313,ECK125269234
481,ECK120012440,1329291,1329312,ECK125269234
482,ECK120012442,3965613,3965634,ECK125269234
483,ECK120012456,3558153,3558165,ECK125269246
484,ECK120012458,3558163,3558175,ECK125269246
485,ECK120012460,4246667,4246676,ECK125269290
486,ECK120012460,4246667,4246676,ECK125269290
487,ECK120012486,3888304,3888313,ECK125269284
488,ECK120012488,3888351,3888360,ECK125269284
489,ECK120012490,4455680,4455701,ECK125269234
490,ECK120012498,4166310,4166324,ECK125269263
491,ECK120012500,4166334,4166348,ECK125269263
492,ECK120012502,2753489,2753503,ECK125269248
493,ECK120012504,3204460,3204474,ECK125269248
494,ECK120012506,4390481,4390495,ECK125269248
495,ECK120012508,3730878,3730900,ECK125269234
496,ECK120012508,3730878,3730900,ECK125269234
497,ECK120012510,1230465,1230479,ECK125269263
498,ECK120012510,1230465,1230479,ECK125269263
499,ECK120012517,3278859,3278878,ECK125269291
500,ECK120012519,3278825,3278844,ECK125269291
501,ECK120012521,3278781,3278800,ECK125269291
502,ECK120012523,3278795,3278816,ECK125269234
503,ECK120012525,3281901,3281920,ECK125269291
504,ECK120012527,3281858,3281877,ECK125269291
505,ECK120012529,3281827,3281846,ECK125269291
506,ECK120012531,3281785,3281804,ECK125269291
507,ECK120012533,3281668,3281687,ECK125269291
508,ECK120012535,3281605,3281624,ECK125269291
509,ECK120012537,366313,366327,ECK125269263
510,ECK120012539,366331,366345,ECK125269263
511,ECK120012541,366341,366355,ECK125269263
512,ECK120012543,366367,366381,ECK125269263
513,ECK120012545,366390,366404,ECK125269263
514,ECK120012547,366403,366417,ECK125269263
515,ECK120012549,792076,792090,ECK125269263
516,ECK120012551,792092,792106,ECK125269263
517,ECK120012553,792110,792124,ECK125269263
518,ECK120012555,792121,792135,ECK125269263
519,ECK120012557,3373670,3373691,ECK125269234
520,ECK120012561,3373629,3373634,ECK125269325
521,ECK120012563,3373620,3373625,ECK125269325
522,ECK120012565,3373612,3373617,ECK125269325
523,ECK120012567,629755,629776,ECK125269234
524,ECK120012569,4539928,4539933,ECK125269325
525,ECK120012569,4539928,4539933,ECK125269325
526,ECK120012571,4539937,4539942,ECK125269325
527,ECK120012571,4539937,4539942,ECK125269325
528,ECK120012573,4539920,4539925,ECK125269325
529,ECK120012573,4539920,4539925,ECK125269325
530,ECK120012575,4539979,4540000,ECK125269234
531,ECK120012577,4539982,4540004,ECK125269289
532,ECK120012577,4539982,4540004,ECK125269289
533,ECK120012579,4540194,4540216,ECK125269289
534,ECK120012579,4540194,4540216,ECK125269289
535,ECK120012581,710881,710900,ECK125269270
536,ECK120012583,3492427,3492448,ECK125269234
537,ECK120012583,3492427,3492448,ECK125269234
538,ECK120012583,3492427,3492448,ECK125269234
539,ECK120012587,913911,913924,ECK125269260
540,ECK120012593,4215373,4215379,ECK125269280
541,ECK120012597,2147589,2147613,ECK125269335
542,ECK120012600,70158,70179,ECK125269234
543,ECK120012600,70158,70179,ECK125269234
544,ECK120012603,70342,70358,ECK125269395
545,ECK120012603,70342,70358,ECK125269395
546,ECK120012608,4154873,4154890,ECK125269268
547,ECK120012608,4154873,4154890,ECK125269268
548,ECK120012611,4154895,4154912,ECK125269268
549,ECK120012611,4154895,4154912,ECK125269268
550,ECK120012614,290354,290371,ECK125269268
551,ECK120012616,290333,290350,ECK125269268
552,ECK120012618,4478358,4478375,ECK125269268
553,ECK120012620,4478337,4478354,ECK125269268
554,ECK120012622,3384641,3384658,ECK125269268
555,ECK120012624,3384661,3384678,ECK125269268
556,ECK120012626,2741297,2741314,ECK125269281
557,ECK120012628,2741245,2741262,ECK125269281
558,ECK120012630,2741222,2741239,ECK125269281
559,ECK120012634,785544,785561,ECK125269432
560,ECK120012636,1788272,1788289,ECK125269424
561,ECK120012638,406226,406243,ECK125269281
562,ECK120012640,406282,406299,ECK125269281
563,ECK120012642,406301,406318,ECK125269281
564,ECK120012644,406327,406344,ECK125269424
565,ECK120012649,809262,809302,ECK125269285
566,ECK120012649,809262,809302,ECK125269285
567,ECK120012652,29602,29619,ECK125269268
568,ECK120012654,29623,29640,ECK125269268
569,ECK120012656,2246955,2246973,ECK125269238
570,ECK120012656,2246955,2246973,ECK125269238
571,ECK120012659,2246949,2246967,ECK125269238
572,ECK120012659,2246949,2246967,ECK125269238
573,ECK120012662,3990986,3991007,ECK125269234
574,ECK120012666,4616663,4616678,ECK125269252
575,ECK120012668,4616939,4616954,ECK125269252
576,ECK120012670,4616063,4616078,ECK125269252
577,ECK120012673,4617227,4617248,ECK125269234
578,ECK120012675,4617208,4617227,ECK125269255
579,ECK120012677,4617262,4617277,ECK125269252
580,ECK120012679,4616962,4616977,ECK125269252
581,ECK120012681,4616383,4616398,ECK125269252
582,ECK120012683,940775,940788,ECK125269260
583,ECK120012685,940788,940803,ECK125269251
584,ECK120012687,940808,940823,ECK125269251
585,ECK120012689,940829,940844,ECK125269251
586,ECK120012692,3410197,3410211,ECK125269242
587,ECK120012694,1399546,1399559,ECK125269260
588,ECK120012696,4382451,4382464,ECK125269260
589,ECK120012698,4382399,4382414,ECK125269251
